record_id,entry_type,event_description,type,country,target_country,target_direction,compliance,date_announced,link,ISO_A3,ISO_A2,severity_index,lat,lng
3669292,New Entry,Denmark is enforcing a Public Awareness Campaign after March 17: New Hotline.,Public Awareness Campaigns,Denmark,,,Voluntary/Recommended but No Penalties,17/03/2020,https://sim.dk/nyheder/nyhedsarkiv/2020/mar/minister-opretter-ny-hotline-om-corona-paa-socialomraadet/,DNK,DK,0.327946276,56.2639,9.5018
2207512,New Entry,"Denmark is enforcing Social Distancing for nursery homes, facilities for elderly people and hospitals after march 17.",Social Distancing,Denmark,,,Mandatory (Unspecified/Implied),17/03/2020,https://www.retsinformation.dk/Forms/R0710.aspx?id=213463,DNK,DK,0.327946276,56.2639,9.5018
6920993,Update on Existing Entry (type in Record ID in text box),Denmark is enforcing a restriction of mass gatherings:  It became illegal to assemble more than ten people in public after march 18.,Restrictions of Mass Gatherings,Denmark,,,Mandatory with Fines,18/03/2020,https://www.dr.dk/nyheder/politik/faa-overblikket-over-de-nye-corona-tiltag-se-hvad-du-ikke-maa-fra-i-dag-klokken-10,DNK,DK,0.502998795,56.2639,9.5018
5681591,Update on Existing Entry (type in Record ID in text box),"Denmark is enforcing a restriction of non-essential businesses after march 18: all shopping centres and stores with close contact such as hairdressers and nightclubs must be closed, restaurants can only serve take-away, and other businesses must ensure that there is enough space between customer",Restriction of Non-Essential Businesses,Denmark,Domestic,,Mandatory (Unspecified/Implied),18/03/2020,https://www.dr.dk/nyheder/politik/faa-overblikket-over-de-nye-corona-tiltag-se-hvad-du-ikke-maa-fra-i-dag-klokken-10,DNK,DK,0.502998795,56.2639,9.5018
4056725,Update on Existing Entry (type in Record ID in text box),"Denmark has closed all its public schools and universities until April 13. A number of exceptions apply, e.g. for children with special needs. Emergency child care is warranted.",Closure of Schools,Denmark,Domestic,,Mandatory (Unspecified/Implied),23/03/2020,https://www.nytimes.com/reuters/2020/03/23/world/europe/23reuters-health-coronavirus-denmark.html,DNK,DK,0.701821851,56.2639,9.5018
2438358,Correction to Existing Entry (type in Record ID in text box),Djibouti is conducting health screenings in airports and border crossings from the 25th of February,Health Testing,Djibouti,All,Inbound,Mandatory (Unspecified/Implied),25/02/2020,https://www.gov.uk/foreign-travel-advice/djibouti/coronavirus,DJI,DJ,-1.518270399,11.8251,42.5903
6934851,New Entry,"Government of Djibouti announced the closure of all land, sea and air border from the 18th of March",External Border Restrictions,Djibouti,Djibouti,Inbound/Outbound,NA,18/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,-0.778597096,11.8251,42.5903
9990130,New Entry,The Government of Djibouti orders the closure of schools and universities from the 19th of March,Closure of Schools,Djibouti,Domestic,,NA,19/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,-0.641723436,11.8251,42.5903
9759243,New Entry,"Djibouti's passenger service on the Djibouti-Addis Ababa railroad was suspended as of March 20 given that all borders have been closed on the 18th of March 



",External Border Restrictions,Djibouti,"Djibouti,Ethiopia",Inbound/Outbound,Mandatory (Unspecified/Implied),20/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,-0.476114704,11.8251,42.5903
2244174,New Entry,"Djibouti is closing all bars, night clubs and all places of worship from the 22nd of March 
",Restrictions of Mass Gatherings,Djibouti,,,Mandatory (Unspecified/Implied),22/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,-0.084580666,11.8251,42.5903
8868599,New Entry,"Djibouti, on the 22nd of March, limited public transportation. Limited the maximum number for each category of bus, i.e. 14 passengers for large buses, 6 for mini buses and 2 passengers for tricycles or bajajs.",Internal Border Restrictions,Djibouti,Djibouti,Inbound/Outbound,Mandatory (Unspecified/Implied),22/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,-0.084580666,11.8251,42.5903
2735769,New Entry,"Djibouti closed all non-essential stores keeping banks, gas stations, food markets and pharmacies open, from the 23rd of March
",Restriction of Non-Essential Businesses,Djibouti,Domestic,,Mandatory (Unspecified/Implied),23/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,0.075736947,11.8251,42.5903
8106037,New Entry,"Djibouti placed all non-essential government staff on administrative leave from the 23rd of March 
",Restriction of Non-Essential Government Services,Djibouti,,,Mandatory (Unspecified/Implied),23/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,0.075736947,11.8251,42.5903
4397236,New Entry,Djibouti announced on the 23rd of March a general confinement for seven days,Other Policy Not Listed Above,Djibouti,,,Mandatory with Exceptions (Please list exceptions in the text entry),23/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,0.075736947,11.8251,42.5903
2618391,Update on Existing Entry (type in Record ID in text box),"Djibouti extended the general confinement on the 25th of March for a total of 14 days 
",Quarantine,Djibouti,Djibouti,Inbound/Outbound,Mandatory (Unspecified/Implied),25/03/2020,https://dj.usembassy.gov/covid-19-information-26-march-2020/,DJI,DJ,0.204961571,11.8251,42.5903
1838523,New Entry,Suspension of all classes from School in Dominica,Closure of Schools,Dominica,Domestic,,Mandatory (Unspecified/Implied),22/03/2020,https://www.telesurenglish.net/news/Overview-of-the-COVID-19-Outbreak-in-the-Caribbean-Region-20200323-0015.html,DMA,DM,-0.633611491,15.415,-61.371
9797965,New Entry,Closure of Eco Tourism,Restriction of Non-Essential Government Services,Dominica,,,Mandatory with Legal Penalties (Jail Time),26/03/2020,http://dominica.gov.dm/,DMA,DM,-0.283600666,15.415,-61.371
846232,New Entry,Dominica is enforcing a three days curfew in the whole country,Curfew,Dominica,,,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",28/03/2020,https://dominicanewsonline.com/news/homepage/homepage-carousel/breaking-news-dominica-imposes-curfew-as-it-tightens-measures-to-fight-coronavirus/,DMA,DM,-0.248907166,15.415,-61.371
9862344,New Entry,Dominica employs national contact tracing and sampling comittee,New Task Force or Bureau,Dominica,,,NA,30/03/2020,https://dominicanewsonline.com/news/homepage/homepage-carousel/dominica-employs-national-contact-tracing-and-sampling-committee-in-its-fight-against-covid-19/,DMA,DM,-0.263323642,15.415,-61.371
8130156,New Entry,Curfew from 6pm to 6am in Dominica until 20th of April,Curfew,Dominica,,,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",01/04/2020,https://dominicanewsonline.com/news/homepage/breaking-news-state-of-emergency-declared-in-dominica/,DMA,DM,-0.273269175,15.415,-61.371
1519689,New Entry,"Physical distancing of two feet for public Locations like stores, markets, Banks etc.",Social Distancing,Dominica,,,Mandatory with Fines,01/04/2020,https://dominicanewsonline.com/news/wp-content/uploads/2020/04/SRO-No.-15-Emergency-Powers-Curfew-Order-2020.pdf.pdf,DMA,DM,-0.273269175,15.415,-61.371
9238095,New Entry,Quarantine in Dominica. It is not allowed to invite or host Person from outside.,Quarantine,Dominica,All,Inbound,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",01/04/2020,https://dominicanewsonline.com/news/homepage/breaking-news-state-of-emergency-declared-in-dominica/,DMA,DM,-0.273269175,15.415,-61.371
1499321,New Entry,Suspension of all Liquor licences to a person in Dominica. All Restaurants and bars shall be closen from 1th-14th April.,Restriction of Non-Essential Businesses,Dominica,,,Mandatory (Unspecified/Implied),01/04/2020,https://dominicanewsonline.com/news/homepage/breaking-news-state-of-emergency-declared-in-dominica/,DMA,DM,-0.273269175,15.415,-61.371
5420454,New Entry,"Suspension of all commercial aircraft as well as non-essential, Service oriented, pleasure craft. Therefor it applies to ships, boats and yachts not visiting Dominica for the express purpose of bringing in vitally-needed cargo and other supplies to Dominica. All air and sea arrivals must, henceforth, be granted permission to enter by the office of the Chief Medical Officer.”",External Border Restrictions,Dominica,All,Inbound/Outbound,Mandatory with Exceptions (Please list exceptions in the text entry),26/04/2020,http://dominica.gov.dm/updates,DMA,DM,NA,15.415,-61.371
2044246,New Entry,"""The Dominican Government,  [...] announced the creation of a high-level commission to monitor the coronavirus"" after Mar. 14",New Task Force or Bureau,Dominican Republic,,,Mandatory (Unspecified/Implied),14/03/2020,https://dominicantoday.com/dr/local/2020/03/14/dominican-republics-main-tourism-fair-postponed-due-to-coronavirus/,DOM,DO,NA,18.7357,-70.1627
404219,New Entry,"The Dominican Republic cancels flights from Europe, China, Iran and South Korea after Mar. 16",External Border Restrictions,Dominican Republic,"China,Iran,Italy,South Korea,Europe",Inbound,Mandatory (Unspecified/Implied),16/03/2020,http://www.viaggiaresicuri.it/country/DOM,DOM,DO,NA,18.7357,-70.1627
6298966,New Entry,"The Dominican Republic imposed a quarantine requirement for visitors who have been in any of the countries (Europe, China, South Korea, Iran) durtning the previous two weeks  after Mar. 16",Quarantine,Dominican Republic,"China,Iran,South Korea,Europe",Inbound,Mandatory (Unspecified/Implied),16/03/2020,https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus,DOM,DO,NA,18.7357,-70.1627
5485680,New Entry,"""The Dominican Government announced a national state of emergency for a period of 25 days"" after Mar. 17",Declaration of Emergency,Dominican Republic,,,Mandatory (Unspecified/Implied),17/03/2020,https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus,DOM,DO,NA,18.7357,-70.1627
6961035,Update on Existing Entry (type in Record ID in text box),The Domincan Republic imposes public employees over the age of 60 to remain in their homes after Mar. 18,Social Distancing,Dominican Republic,,,Mandatory (Unspecified/Implied),18/03/2020,https://www.reuters.com/article/us-health-coronavirus-dominicanrepublic/dominican-government-to-suspend-flights-classes-to-curb-coronavirus-idUSKBN2153NY,DOM,DO,NA,18.7357,-70.1627
8640730,New Entry,"The Dominican Republic imposes further measures that will be effective from 6am on 19 March for 15 days. Those include: ""The whole population is to observe the lockdown, stay at home and only leave when necessary for food, medical supplies or medical attention.
Suspension of all events, including international and national events, sports fixtures, bars, nightclubs and cultural events.
All schools and universities suspended.
Non-essential commercial activities suspended. Supermarkets and pharmacies will remain open. Social gatherings are prohibited in grocery stores.
Restaurants to only offer takeaway and delivery services.""",Social Distancing,Dominican Republic,,,Mandatory (Unspecified/Implied),19/03/2020,https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus,DOM,DO,NA,18.7357,-70.1627
6842461,New Entry,"The Dominican Republic is implementing a curfew from Mar. 21 until Apr. 3 between 8pm and 6 am. The only exceptions include doctors, nurses and health workers, those who need to be hospitalized, private security guards and press representatives authorized, and employees of electricity companies for emergency situations.",Curfew,Dominican Republic,,,Mandatory with Exceptions (Please list exceptions in the text entry),21/03/2020,http://www.viaggiaresicuri.it/country/DOM,DOM,DO,NA,18.7357,-70.1627
5513283,Update on Existing Entry (type in Record ID in text box),"""The Dominican authorities announced further measures to contain the spread of coronavirus in the country:

   Social gatherings are prohibited in grocery stores (colmados),including the consumption of alcoholic beverages on their premises.
    A reminder to the whole population to observe the lockdown, stay at home and only leave when necessary for food, medical supplies or medical attention.
    Requested that celebrations are postponed, such as: wedding or birthdays and apply hygiene measures when leave their home, washing their hands, clothing and shoes upon returning home.
    When leaving domiciles, only one member of the family should do so and keep to social distancing standards (2 metres away from any other person)."" after Mar. 23",Social Distancing,Dominican Republic,,,Mandatory (Unspecified/Implied),23/03/2020,https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus,DOM,DO,NA,18.7357,-70.1627
6251653,Update on Existing Entry (type in Record ID in text box),"The Dominican Republic ""announced a curfew expansion from 5 p.m. to 6 a.m. The prior curfew, announced on March 20 by President Danilo Medina, decreed a nationwide curfew between the hours of 8 p.m. and 6 a.m. until April 3"" after Mar. 26",Curfew,Dominican Republic,,,Mandatory (Unspecified/Implied),26/03/2020,https://www.as-coa.org/articles/where-coronavirus-latin-america#dr,DOM,DO,NA,18.7357,-70.1627
6547146,Update on Existing Entry (type in Record ID in text box),The Dominican Republic has forbidden all travel and travel for tourism abroad as in the national territory after Apr. 1,External Border Restrictions,Dominican Republic,All,Inbound/Outbound,Mandatory (Unspecified/Implied),01/04/2020,http://www.viaggiaresicuri.it/country/DOM,DOM,DO,NA,18.7357,-70.1627
7571455,New Entry,"On March 27 2020, the Timor Leste government announces national state of disaster.",Declaration of Emergency,East Timor,,,Mandatory (Unspecified/Implied),27/03/2020,http://timor-leste.gov.tl/wp-content/uploads/2020/03/02-DL-Medidas-Exec-Dec-Est-Emerg-p-Dec-Pres-Rep-A-01-ENG_FULL-DOC_MC_REV_final-version-B-02-VLL-final.pdf,TLS,TL,-0.423004868,-8.874217,125.727539
