geo_code;time;unemp_youth_t;gdp_gr;inv_per_empl;population_total_t;unemp_workagepop_t;emigration_t;immigration_t;location;geo_name
IT;2016;37,8;  1,1; 6,0;60665551;11,9;157065; 300823;South;Italy
IT;2017;34,7;  1,7;NA;60589445;11,4;155110; 343440;South;Italy
IT;2018;32,2;  0,9;NA;60483973;10,8;NA;NA;South;Italy
LT;1998;25,2;NA;NA;NA;13,9; 24828;   2706;North;Lithuania
LT;1999;25,5;NA;NA;NA;13,6; 23418;   2679;North;Lithuania
LT;2000;28,6;NA;NA;NA;16,3; 21816;   1510;North;Lithuania
LT;2001;31,6;NA;NA;NA;17,1; 27841;   4694;North;Lithuania
LT;2002;20,4;NA;NA; 3454637;13,2; 16719;   5110;North;Lithuania
LT;2003;26,9;NA;NA; 3431497;13,0; 26283;   4728;North;Lithuania
LT;2004;20,3;NA;NA; 3398929;10,8; 37691;   5553;North;Lithuania
LT;2005;15,8;NA;NA; 3355220; 8,4; 57885;   6789;North;Lithuania
LT;2006;10,0;NA;NA; 3289835; 5,8; 32390;   7745;North;Lithuania
LT;2007; 8,4; 11,1;NA; 3249983; 4,3; 30383;   8609;North;Lithuania
LT;2008;13,3;  2,6; 5,4; 3212605; 5,9; 25750;   9297;North;Lithuania
LT;2009;29,6;-14,8; 3,4; 3183856;14,0; 38500;   6487;North;Lithuania
LT;2010;35,7;  1,6; 3,4; 3141976;18,1; 83157;   5213;North;Lithuania
LT;2011;32,6;  6,0; 4,0; 3052588;15,7; 53863;  15685;North;Lithuania
LT;2012;26,7;  3,8; 4,3; 3003641;13,6; 41100;  19843;North;Lithuania
LT;2013;21,9;  3,5; 4,5; 2971905;12,0; 38818;  22011;North;Lithuania
LT;2014;19,3;  3,5; 4,4; 2943472;10,9; 36621;  24294;North;Lithuania
LT;2015;16,3;  2,0; 4,8; 2921262; 9,3; 44533;  22130;North;Lithuania
LT;2016;14,5;  2,4; 4,8; 2888558; 8,1; 50333;  20162;North;Lithuania
LT;2017;13,3;  4,1;NA; 2847904; 7,3; 47925;  20368;North;Lithuania
LT;2018;11,1;  3,5;NA; 2808901; 6,3;NA;NA;North;Lithuania
LU;1992;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1993;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1994;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1995; 7,2;NA;NA;NA; 2,9;NA;NA;North;Luxembourg
LU;1996; 9,2;NA;NA;NA; 3,3;NA;NA;North;Luxembourg
LU;1997; 7,3;NA;NA;NA; 2,5;NA;NA;North;Luxembourg
LU;1999; 6,8;NA;NA;NA; 2,4;  8075;  12794;North;Luxembourg
LU;2000; 6,4;NA;NA;NA; 2,4;  8121;  11765;North;Luxembourg
LU;2001; 6,3;NA;NA;NA; 1,8;  8824;  12135;North;Luxembourg
LU;2002; 7,0;NA;NA;  444050; 2,6;  9452;  12101;North;Luxembourg
LU;2003;10,9;NA;NA;  448300; 3,7;  7746;  13158;North;Luxembourg
LU;2004;16,9;NA;NA;  454960; 5,1;  8480;  12872;North;Luxembourg
LU;2005;13,7;NA;NA;  461230; 4,5;  8287;  14397;North;Luxembourg
LU;2006;16,2;NA;NA;  469086; 4,7;  9001;  14352;North;Luxembourg
LU;2007;15,2;  8,4;NA;  476187; 4,1; 10674;  16675;North;Luxembourg
LU;2008;17,9; -1,3; 9,4;  483799; 5,1; 10058;  17758;North;Luxembourg
LU;2009;17,2; -4,4; 8,9;  493500; 5,2;  9168;  15751;North;Luxembourg
LU;2010;14,2;  4,9;10,3;  502066; 4,4;  9302;  16962;North;Luxembourg
LU;2011;16,8;  2,5;10,5;  511840; 4,9;  9264;  20268;North;Luxembourg
LU;2012;18,8; -0,4;11,5;  524853; 5,2; 10442;  20478;North;Luxembourg
LU;2013;15,5;  3,7;12,5;  537039; 5,9; 10750;  21098;North;Luxembourg
LU;2014;22,6;  4,3;14,2;  549680; 5,9; 11283;  22332;North;Luxembourg
LU;2015;17,3;  3,9;14,9;  562958; 6,7; 12644;  23803;North;Luxembourg
LU;2016;18,9;  2,4;12,8;  576249; 6,3; 13442;  22888;North;Luxembourg
LU;2017;15,4;  1,5;NA;  590667; 5,5; 13831;  24379;North;Luxembourg
LU;2018;14,2;  2,6;NA;  602005; 5,6;NA;NA;North;Luxembourg
LV;1998;27,0;NA;NA;NA;14,7;  8874;   3123;North;Latvia
LV;1999;23,5;NA;NA;NA;14,0;  5898;   1813;North;Latvia
LV;2000;21,3;NA;NA;NA;14,5; 22911;   6483;North;Latvia
LV;2001;24,2;NA;NA;NA;14,1; 24539;   5376;North;Latvia
LV;2002;25,3;NA;NA; 2320956;14,0; 15837;   6642;North;Latvia
LV;2003;20,4;NA;NA; 2299390;12,2; 15647;   4063;North;Latvia
LV;2004;21,8;NA;NA; 2276520;11,9; 20167;   4844;North;Latvia
LV;2005;15,1;NA;NA; 2249724;10,2; 17643;   6691;North;Latvia
LV;2006;13,6;NA;NA; 2227874; 7,2; 17019;   8212;North;Latvia
LV;2007;10,6; 10,0;NA; 2208840; 6,2; 15463;   7517;North;Latvia
LV;2008;13,6; -3,5; 8,9; 2191810; 8,0; 27045;   4678;North;Latvia
LV;2009;33,3;-14,4; 4,7; 2162834;18,0; 38208;   3731;North;Latvia
LV;2010;36,2; -3,9; 4,4; 2120504;19,8; 39651;   4011;North;Latvia
LV;2011;31,0;  6,4; 5,2; 2074605;16,5; 30311;  10234;North;Latvia
LV;2012;28,5;  4,0; 5,9; 2044813;15,3; 25163;  13303;North;Latvia
LV;2013;23,2;  2,4; 5,4; 2023825;12,1; 22561;   8299;North;Latvia
LV;2014;19,6;  1,9; 4,7; 2001468;11,1; 19017;  10365;North;Latvia
LV;2015;16,3;  3,0; 4,7; 1986096;10,1; 20119;   9479;North;Latvia
LV;2016;17,3;  2,1; 4,9; 1968957; 9,9; 20574;   8345;North;Latvia
LV;2017;17,0;  4,6;NA; 1950116; 8,9; 17724;   9916;North;Latvia
LV;2018;12,2;  4,8;NA; 1934379; 7,6;NA;NA;North;Latvia
MT;2000;11,8;NA;NA;NA; 6,4;NA;NA;South;Malta
MT;2001;17,6;NA;NA;NA; 7,2;NA;NA;South;Malta
MT;2002;15,3;NA;NA;  394641; 7,0;NA;NA;South;Malta
MT;2003;17,4;NA;NA;  397296; 7,5;NA;NA;South;Malta
MT;2004;18,3;NA;NA;  399867; 7,4;NA;NA;South;Malta
MT;2005;16,1;NA;NA;  402668; 7,0;NA;   2075;South;Malta
MT;2006;15,5;NA;NA;  404999; 6,8;  3835;   3889;South;Malta
MT;2007;13,5;  4,0;NA;  405616; 6,5;  3730;   5292;South;Malta
MT;2008;11,7;  3,3; 5,4;  407832; 6,0;  3719;   6043;South;Malta
MT;2009;14,5; -2,5; 5,1;  410926; 6,9;  3868;   6161;South;Malta
MT;2010;13,2;  3,5; 8,4;  414027; 6,9;  4201;   4275;South;Malta
MT;2011;13,3;  1,3; 4,9;  414989; 6,4;  3806;   5465;South;Malta
MT;2012;13,8;  2,8; 5,3;  417546; 6,3;  4005;   8256;South;Malta
MT;2013;12,7;  4,6; 4,7;  422509; 6,2;  4778;  10897;South;Malta
MT;2014;11,7;  8,7; 4,7;  429424; 5,8;  5108;  14454;South;Malta
MT;2015;11,6; 10,8;10,9;  439691; 5,4;  7095;  16936;South;Malta
MT;2016;10,7;  5,6;NA;  450415; 4,7;  8303;  17051;South;Malta
MT;2017;10,6;  6,8;NA;  460297; 4,1;  7020;  21676;South;Malta
MT;2018; 9,2;  6,7;NA;  475701; 3,8;NA;NA;South;Malta
NL;1996;11,4;NA;NA;NA; 6,5;NA;NA;West;Netherlands
NL;1997; 9,7;NA;NA;NA; 5,6;NA;NA;West;Netherlands
NL;1998; 8,8;NA;NA;NA; 4,4; 60441; 122407;West;Netherlands
NL;1999; 7,4;NA;NA;NA; 3,6; 59023; 119151;West;Netherlands
NL;2000; 5,3;NA;NA;NA; 2,7; 61201; 132850;West;Netherlands
NL;2001; 4,4;NA;NA;NA; 2,1; 63318; 133404;West;Netherlands
NL;2002; 4,6;NA;NA;16105285; 2,6; 66728; 121250;West;Netherlands
NL;2003; 6,6;NA;NA;16192572; 3,6; 68885; 104514;West;Netherlands
NL;2004; 8,0;NA;NA;16258032; 4,7; 75049;  94019;West;Netherlands
NL;2005;11,8;NA;NA;16305526; 5,9; 83399;  92297;West;Netherlands
NL;2006;10,0;NA;NA;16334210; 5,0; 91028; 101150;West;Netherlands
NL;2007; 9,4;  3,8;NA;16357992; 4,2; 91287; 116819;West;Netherlands
NL;2008; 8,6;  2,2;NA;16405399; 3,7; 90067; 143516;West;Netherlands
NL;2009;10,2; -3,7;10,5;16485787; 4,4; 92825; 122917;West;Netherlands
NL;2010;11,1;  1,3;10,2;16574989; 5,1; 95970; 126776;West;Netherlands
NL;2011;10,0;  1,6; 9,2;16655799; 5,0;104201; 130118;West;Netherlands
NL;2012;11,7; -1,0; 8,9;16730348; 5,9;110431; 124566;West;Netherlands
NL;2013;13,2; -0,1; 8,7;16779575; 7,3;112625; 129428;West;Netherlands
NL;2014;12,7;  1,4; 8,7;16829289; 7,5;112900; 145323;West;Netherlands
NL;2015;11,3;  2,0; 9,3;16900726; 6,9;112330; 166872;West;Netherlands
NL;2016;10,8;  2,2; 8,7;16979120; 6,1;111477; 189232;West;Netherlands
NL;2017; 8,9;  2,9;NA;17081507; 4,9;108231; 189646;West;Netherlands
NL;2018; 7,2;  2,7;NA;17181084; 3,8;NA;NA;West;Netherlands
NO;1996;15,3;NA;NA;NA; 5,1;NA;NA;North;Norway
NO;1997;14,9;NA;NA;NA; 4,8;NA;NA;North;Norway
NO;1998;12,9;NA;NA;NA; 3,8; 22881;  36704;North;Norway
NO;1999;12,3;NA;NA;NA; 3,3; 22842;  41841;North;Norway
NO;2000;11,1;NA;NA;NA; 3,5; 26854;  36542;North;Norway
NO;2001;12,2;NA;NA;NA; 3,7; 26309;  34264;North;Norway
NO;2002;13,0;NA;NA; 4524066; 4,1; 22948;  40122;North;Norway
NO;2003;11,9;NA;NA; 4552252; 4,3; 24672;  35957;North;Norway
NO;2004;12,8;NA;NA; 4577457; 4,3; 23271;  36482;North;Norway
NO;2005;11,5;NA;NA; 4606363; 4,4; 21709;  40148;North;Norway
NO;2006; 8,7;NA;NA; 4640219; 3,4; 22053;  45776;North;Norway
NO;2007; 7,4;  3,0;NA; 4681134; 2,5; 22122;  61774;North;Norway
NO;2008; 7,5;  0,5;NA; 4737171; 2,6; 12976;  58123;North;Norway
NO;2009; 9,2; -1,7;21,6; 4799252; 3,2; 17072;  55953;North;Norway
NO;2010; 9,3;  0,7;21,7; 4858199; 3,6; 25835;  69214;North;Norway
NO;2011; 8,7;  1,0;21,8; 4920305; 3,3; 20349;  70337;North;Norway
NO;2012; 8,5;  2,7;33,8; 4985870; 3,2; 22693;  69908;North;Norway
NO;2013; 9,1;  1,0;29,9; 5051275; 3,5; 26523;  68313;North;Norway
NO;2014; 7,9;  2,0;28,0; 5107970; 3,6; 29308;  66903;North;Norway
NO;2015; 9,9;  2,0;25,8; 5166493; 4,4; 29173;  60816;North;Norway
NO;2016;11,2;  1,2;25,5; 5210721; 4,8; 34694;  61460;North;Norway
NO;2017;10,4;  2,0;NA; 5258317; 4,3; 31963;  53351;North;Norway
NO;2018; 9,7;  1,4;NA; 5295619; 3,9;NA;NA;North;Norway
PL;1997;22,8;NA;NA;NA;11,2;NA;NA;Central;Poland
PL;1998;21,3;NA;NA;NA;10,2; 22177;   8916;Central;Poland
PL;1999;29,6;NA;NA;NA;12,6; 21536;   7525;Central;Poland
PL;2000;35,7;NA;NA;NA;16,6; 26999;   7331;Central;Poland
PL;2001;39,2;NA;NA;NA;18,7; 23368;   6625;Central;Poland
PL;2002;41,6;NA;NA;38242197;20,2; 24532;   6587;Central;Poland
PL;2003;41,4;NA;NA;38218531;19,7; 20813;   7048;Central;Poland
PL;2004;40,1;NA;NA;38190608;19,4; 18877;   9495;Central;Poland
PL;2005;36,9;NA;NA;38173835;18,0; 22242;   9364;Central;Poland
PL;2006;29,8;NA;NA;38157055;14,0; 46936;  10802;Central;Poland
PL;2007;21,7;  7,0;NA;38125479; 9,7; 35480;  14995;Central;Poland
PL;2008;17,3;  4,2;NA;38115641; 7,2; 30140;  15275;Central;Poland
PL;2009;20,6;  2,8; 3,9;38135876; 8,3;229320; 189166;Central;Poland
PL;2010;23,7;  3,6; 4,1;38022869; 9,7;218126; 155131;Central;Poland
PL;2011;25,8;  5,0; 4,5;38062718; 9,8;265798; 157059;Central;Poland
PL;2012;26,5;  1,6; 4,3;38063792;10,2;275603; 217546;Central;Poland
PL;2013;27,3;  1,4;NA;38062535;10,5;276446; 220311;Central;Poland
PL;2014;23,9;  3,3; 5,1;38017856; 9,1;268299; 222275;Central;Poland
PL;2015;20,8;  3,8; 5,5;38005614; 7,6;258837; 218147;Central;Poland
PL;2016;17,7;  3,1; 4,7;37967209; 6,2;236441; 208302;Central;Poland
PL;2017;14,8;  4,8;NA;37972964; 5,0;218492; 209353;Central;Poland
PL;2018;11,7;  5,1;NA;37976687; 3,9;NA;NA;Central;Poland
PT;1992;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1993;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1994;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1995;16,0;NA;NA;NA; 7,4;NA;NA;South;Portugal
PT;1996;17,0;NA;NA;NA; 7,7;NA;NA;South;Portugal
PT;1997;14,1;NA;NA;NA; 6,9;NA;NA;South;Portugal
PT;1998; 9,5;NA;NA;NA; 4,9; 11098;  56788;South;Portugal
PT;1999; 9,2;NA;NA;NA; 4,8; 14040;  68297;South;Portugal
PT;2000; 8,3;NA;NA;NA; 4,0; 10667;  77775;South;Portugal
PT;2001; 9,0;NA;NA;NA; 4,1;  5396;  61609;South;Portugal
PT;2002;10,5;NA;NA;10394669; 4,8;  8813;  50611;South;Portugal
PT;2003;13,5;NA;NA;10444592; 6,5;  6687;  31425;South;Portugal
PT;2004;14,1;NA;NA;10473050; 6,7;  6757;  21093;South;Portugal
PT;2005;16,2;NA;NA;10494672; 8,0;  6360;  21741;South;Portugal
PT;2006;16,5;NA;NA;10511988; 8,1;  5600;  22741;South;Portugal
PT;2007;16,7;  2,5;NA;10532588; 8,5;  7890;  29661;South;Portugal
PT;2008;16,7;  0,2; 7,4;10553339; 8,0; 20357;  29718;South;Portugal
PT;2009;20,3; -3,0; 6,3;10563014;10,0; 16899;  32307;South;Portugal
PT;2010;22,8;  1,9; 5,7;10573479;11,4; 23760;  27575;South;Portugal
PT;2011;30,3; -1,8; 4,8;10572721;13,3; 43998;  19667;South;Portugal
PT;2012;37,9; -4,0; 4,0;10542398;16,3; 51958;  14606;South;Portugal
PT;2013;38,1; -1,1; 4,3;10487289;17,0; 53786;  17554;South;Portugal
PT;2014;34,8;  0,9; 4,8;10427301;14,5; 49572;  19516;South;Portugal
PT;2015;32,0;  1,8; 5,2;10374822;12,9; 40377;  29896;South;Portugal
PT;2016;28,0;  1,9; 5,5;10341330;11,5; 38273;  29925;South;Portugal
PT;2017;23,9;  2,8;NA;10309573; 9,2; 31753;  36639;South;Portugal
PT;2018;20,3;  2,1;NA;10291027; 7,3;NA;NA;South;Portugal
RO;1997;17,4;NA;NA;NA; 6,0;NA;NA;East;Romania
RO;1998;16,8;NA;NA;NA; 6,2;NA;NA;East;Romania
RO;1999;17,3;NA;NA;NA; 6,9;NA;NA;East;Romania
RO;2000;17,8;NA;NA;NA; 7,7;NA;NA;East;Romania
RO;2001;17,6;NA;NA;NA; 7,3;NA;NA;East;Romania
RO;2002;22,2;NA;NA;21833483; 8,8;NA;NA;East;Romania
RO;2003;19,5;NA;NA;21627509; 7,4;NA;NA;East;Romania
RO;2004;22,3;NA;NA;21521142; 8,1;NA;NA;East;Romania
RO;2005;20,2;NA;NA;21382354; 7,5;NA;NA;East;Romania
RO;2006;21,4;NA;NA;21257016; 7,6;NA;NA;East;Romania
RO;2007;20,1;  7,2;NA;21130503; 6,8;NA;NA;East;Romania
RO;2008;18,6;  9,3; 8,7;20635460; 6,1;302796; 138929;East;Romania
RO;2009;20,8; -5,5; 5,9;20440290; 7,2;246626; 135844;East;Romania
RO;2010;22,1; -3,9; 5,8;20294683; 7,3;197985; 149885;East;Romania
RO;2011;23,9;  2,0; 8,7;20199059; 7,5;195551; 147685;East;Romania
RO;2012;22,6;  2,1; 7,0;20095996; 7,1;170186; 167266;East;Romania
RO;2013;23,7;  3,5; 6,4;20020074; 7,4;161755; 153646;East;Romania
RO;2014;24,0;  3,4; 6,1;19947311; 7,1;172871; 136035;East;Romania
RO;2015;21,7;  3,9; 7,5;19870647; 7,0;194718; 132795;East;Romania
RO;2016;20,6;  4,8; 6,6;19760585; 6,1;207578; 137455;East;Romania
RO;2017;18,3;  7,0;NA;19644350; 5,1;242193; 177435;East;Romania
RO;2018;16,2;  4,1;NA;19530631; 4,3;NA;NA;East;Romania
SE;1995;19,6;NA;NA;NA; 9,0;NA;NA;North;Sweden
SE;1996;21,5;NA;NA;NA; 9,7;NA;NA;North;Sweden
SE;1997;21,9;NA;NA;NA;10,5;NA;NA;North;Sweden
SE;1998;17,5;NA;NA;NA; 9,1; 38518;  49391;North;Sweden
SE;1999;16,3;NA;NA;NA; 7,7; 35705;  49839;North;Sweden
SE;2000; 9,5;NA;NA;NA; 5,5; 34091;  58659;North;Sweden
SE;2001;11,7;NA;NA;NA; 4,8; 32141;  60795;North;Sweden
SE;2002;12,9;NA;NA; 8909128; 5,0; 33009;  64087;North;Sweden
SE;2003;14,3;NA;NA; 8940788; 5,6; 35023;  63795;North;Sweden
SE;2004;18,5;NA;NA; 8975670; 6,8; 36586;  62028;North;Sweden
SE;2005;22,8;NA;NA; 9011392; 7,9; 38118;  65229;North;Sweden
SE;2006;21,5;NA;NA; 9047752; 7,1; 44908;  95750;North;Sweden
SE;2007;19,3;  3,4;NA; 9113257; 6,2; 45418;  99485;North;Sweden
SE;2008;20,2; -0,6;13,6; 9182927; 6,3; 45294; 101171;North;Sweden
SE;2009;25,0; -5,2;11,5; 9256347; 8,5; 39240; 102280;North;Sweden
SE;2010;24,8;  6,0;12,2; 9340682; 8,8; 48853;  98801;North;Sweden
SE;2011;22,8;  2,7;12,7; 9415570; 8,0; 51179;  96467;North;Sweden
SE;2012;23,6; -0,3;13,7; 9482855; 8,1; 51747; 103059;North;Sweden
SE;2013;23,5;  1,2;14,3; 9555893; 8,2; 50715; 115845;North;Sweden
SE;2014;22,9;  2,6;13,9; 9644864; 8,1; 51237; 126966;North;Sweden
SE;2015;20,4;  4,5;14,8; 9747355; 7,6; 55830; 134240;North;Sweden
SE;2016;18,9;  2,7;14,2; 9851017; 7,1; 45878; 163005;North;Sweden
SE;2017;17,9;  2,1;NA; 9995153; 6,9; 45620; 144489;North;Sweden
SE;2018;16,8;  2,4;NA;10120242; 6,5;NA;NA;North;Sweden
SI;1996;16,6;NA;NA;NA; 6,9;NA;NA;Central;Slovenia
SI;1997;16,3;NA;NA;NA; 6,8;NA;NA;Central;Slovenia
SI;1998;17,6;NA;NA;NA; 7,6;  6708;   4603;Central;Slovenia
SI;1999;18,5;NA;NA;NA; 7,5;  2606;   4941;Central;Slovenia
SI;2000;16,4;NA;NA;NA; 7,1;  3570;   6185;Central;Slovenia
SI;2001;15,7;NA;NA;NA; 5,8;  4811;   7803;Central;Slovenia
SI;2002;14,8;NA;NA; 1994026; 6,1;  7269;   9134;Central;Slovenia
SI;2003;15,3;NA;NA; 1995033; 6,6;  5867;   9279;Central;Slovenia
SI;2004;14,0;NA;NA; 1996433; 6,1;  8269;  10171;Central;Slovenia
SI;2005;15,9;NA;NA; 1997590; 6,7;  8605;  15041;Central;Slovenia
SI;2006;13,9;NA;NA; 2003358; 6,1; 13749;  20016;Central;Slovenia
SI;2007;10,1;  6,9;NA; 2010377; 5,0; 14943;  29193;Central;Slovenia
SI;2008;10,4;  3,3;10,7; 2010269; 4,5; 12109;  30693;Central;Slovenia
SI;2009;13,6; -7,8; 7,8; 2032362; 6,0; 18788;  30296;Central;Slovenia
SI;2010;14,7;  1,2; 6,7; 2046976; 7,4; 15937;  15416;Central;Slovenia
SI;2011;15,7;  0,6; 6,7; 2050189; 8,3; 12024;  14083;Central;Slovenia
SI;2012;20,6; -2,7; 6,4; 2055496; 9,0; 14378;  15022;Central;Slovenia
SI;2013;21,6; -1,1; 6,0; 2058821;10,3; 13384;  13871;Central;Slovenia
SI;2014;20,2;  3,0; 6,2; 2061085; 9,9; 14336;  13846;Central;Slovenia
SI;2015;16,3;  2,3; 5,9; 2062874; 9,1; 14913;  15420;Central;Slovenia
SI;2016;15,2;  3,1; 6,5; 2064188; 8,1; 15572;  16623;Central;Slovenia
SI;2017;11,2;  4,9;NA; 2065895; 6,7; 17555;  18808;Central;Slovenia
SI;2018; 8,8;  4,5;NA; 2066880; 5,2;NA;NA;Central;Slovenia
SK;1998;23,2;NA;NA;NA;12,2;   746;   2052;Central;Slovakia
SK;1999;32,0;NA;NA;NA;16,0;   618;   2072;Central;Slovakia
SK;2000;36,9;NA;NA;NA;19,1;   811;   2274;Central;Slovakia
SK;2001;38,9;NA;NA;NA;19,4;  1011;   2023;Central;Slovakia
SK;2002;37,7;NA;NA; 5378951;18,7;  1411;   2312;Central;Slovakia
SK;2003;32,9;NA;NA; 5374873;17,2;  1194;   2603;Central;Slovakia
SK;2004;32,8;NA;NA; 5371875;18,6;  1586;   4460;Central;Slovakia
SK;2005;30,1;NA;NA; 5372685;16,3;  1873;   5276;Central;Slovakia
SK;2006;26,6;NA;NA; 5372928;13,4;  1735;   5589;Central;Slovakia
SK;2007;20,3; 10,8;NA; 5373180;11,2;  1831;   8624;Central;Slovakia
SK;2008;19,0;  5,6; 9,5; 5376064; 9,5;  1705;   8765;Central;Slovakia
SK;2009;27,3; -5,4; 7,7; 5382401;12,1;  1979;   6346;Central;Slovakia
SK;2010;33,6;  5,0; 6,5; 5390410;14,4;  1889;   5272;Central;Slovakia
SK;2011;33,4;  2,8; 5,9; 5392446;13,7;  1863;   4829;Central;Slovakia
SK;2012;34,0;  1,7; 6,2; 5404322;14,0;  2003;   5419;Central;Slovakia
SK;2013;33,7;  1,5; 8,0; 5410836;14,3;  2770;   5149;Central;Slovakia
SK;2014;29,7;  2,8; 6,9; 5415949;13,2;  3644;   5357;Central;Slovakia
SK;2015;26,5;  4,2; 6,8; 5421349;11,5;  3870;   6997;Central;Slovakia
SK;2016;22,2;  3,1; 6,5; 5426252; 9,7;  3801;   7686;Central;Slovakia
SK;2017;18,9;  3,2;NA; 5435343; 8,2;  3466;   7188;Central;Slovakia
SK;2018;14,9;  4,1;NA; 5443120; 6,6;NA;NA;Central;Slovakia
UK;1992;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1993;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1994;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1995;15,5;NA;NA;NA; 8,8;NA;NA;North;UK
UK;1996;14,9;NA;NA;NA; 8,3;NA;NA;North;UK
UK;1997;13,6;NA;NA;NA; 7,1;NA;NA;North;UK
UK;1999;12,4;NA;NA;NA; 6,1;245340; 354077;North;UK
UK;2000;12,0;NA;NA;NA; 5,6;277563; 364367;North;UK
UK;2001;10,3;NA;NA;NA; 4,7;251369; 372206;North;UK
UK;2002;10,9;NA;NA;59239564; 5,1;305931; 385901;North;UK
UK;2003;11,4;NA;NA;59501394; 4,9;313960; 431487;North;UK
UK;2004;10,7;NA;NA;59793759; 4,6;310389; 518097;North;UK
UK;2005;12,7;NA;NA;60182050; 4,8;328408;NA;North;UK
UK;2006;13,9;NA;NA;60620361; 5,4;369470; 529008;North;UK
UK;2007;14,3;  2,5;NA;61073279; 5,3;317587; 526714;North;UK
UK;2008;15,0; -0,3; 8,1;61571647; 5,7;427207; 590242;North;UK
UK;2009;19,1; -4,2; 6,1;62042343; 7,7;368177; 566514;North;UK
UK;2010;19,9;  1,7; 6,5;62510197; 7,9;339306; 590950;North;UK
UK;2011;21,3;  1,6; 8,0;63022532; 8,2;350703; 566044;North;UK
UK;2012;21,2;  1,4; 9,3;63495088; 8,1;321217; 498040;North;UK
UK;2013;20,7;  2,0; 8,8;63905342; 7,7;316934; 526046;North;UK
UK;2014;17,0;  2,9;10,8;64351203; 6,3;319086; 631991;North;UK
UK;2015;14,6;  2,3;12,1;64853393; 5,4;299183; 631452;North;UK
UK;2016;13,0;  1,8;11,1;65379044; 4,9;340440; 588993;North;UK
UK;2017;12,1;  1,8;NA;65844142; 4,4;359665; 644209;North;UK
UK;2018;11,3;  1,4;NA;66273576; 4,1;NA;NA;North;UK
DE;1998; 9,8;NA;NA;NA; 9,9;755358; 802456;Central;Germany
IE;1998;11,4;NA;NA;NA; 7,8; 30775;  48175;North;Ireland
LU;1998; 6,4;NA;NA;NA; 2,8;  7574;  11630;North;Luxembourg
NL;1995;12,1;NA;NA;NA; 7,2;NA;NA;West;Netherlands
NO;1995;19,1;NA;NA;NA; 6,4;NA;NA;North;Norway
UK;1998;12,5;NA;NA;NA; 6,3;198934; 332390;North;UK
CZ;1997; 7,0;NA;NA;NA; 4,3;NA;NA;Central;Czech Republic
HU;1996;19,4;NA;NA;NA;10,0;NA;NA;Central;Hungary
IS;1995;12,2;NA;NA;NA; 5,4;NA;NA;North;Iceland
IS;1996; 8,7;NA;NA;NA; 3,7;NA;NA;North;Iceland
IS;1997; 8,1;NA;NA;NA; 3,8;NA;NA;North;Iceland
IS;1998; 7,0;NA;NA;NA; 3,1;  3682;   4562;North;Iceland
BE;1983;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1984;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1985;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1986;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1987;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1988;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1989;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1990;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BE;1991;NA;NA;NA;NA;NA;NA;NA;West;Belgium
DE;1983;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1984;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1985;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1986;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1987;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1988;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1989;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1990;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DE;1991;NA;NA;NA;NA;NA;NA;NA;Central;Germany
DK;1983;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1984;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1985;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1986;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1987;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1988;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1989;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1990;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1991;NA;NA;NA;NA;NA;NA;NA;North;Denmark
EL;1983;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1984;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1985;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1986;NA;NA;NA;NA;NA;NA;NA;South;Greece
