geo_code;time;unemp_youth_t;gdp_gr;inv_per_empl;population_total_t;unemp_workagepop_t;emigration_t;immigration_t;location;geo_name
EL;1987;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1988;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1989;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1990;NA;NA;NA;NA;NA;NA;NA;South;Greece
EL;1991;NA;NA;NA;NA;NA;NA;NA;South;Greece
ES;1986;NA;NA;NA;NA;NA;NA;NA;South;Spain
ES;1987;NA;NA;NA;NA;NA;NA;NA;South;Spain
ES;1988;NA;NA;NA;NA;NA;NA;NA;South;Spain
ES;1989;NA;NA;NA;NA;NA;NA;NA;South;Spain
ES;1990;NA;NA;NA;NA;NA;NA;NA;South;Spain
ES;1991;NA;NA;NA;NA;NA;NA;NA;South;Spain
FR;1983;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1984;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1985;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1986;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1987;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1988;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1989;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1990;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1991;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1992;NA;NA;NA;NA;NA;NA;NA;West;France
IE;1983;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1984;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1985;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1986;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1987;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1988;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1989;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1990;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IE;1991;NA;NA;NA;NA;NA;NA;NA;North;Ireland
IT;1983;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1984;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1985;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1986;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1987;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1988;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1989;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1990;NA;NA;NA;NA;NA;NA;NA;South;Italy
IT;1991;NA;NA;NA;NA;NA;NA;NA;South;Italy
LU;1983;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1984;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1985;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1986;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1987;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1988;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1989;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1990;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LU;1991;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
NL;1983;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1985;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1987;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1988;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1989;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1990;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1991;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1992;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1993;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
NL;1994;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
PT;1986;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1987;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1988;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1989;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1990;NA;NA;NA;NA;NA;NA;NA;South;Portugal
PT;1991;NA;NA;NA;NA;NA;NA;NA;South;Portugal
UK;1983;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1984;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1985;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1986;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1987;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1988;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1989;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1990;NA;NA;NA;NA;NA;NA;NA;North;UK
UK;1991;NA;NA;NA;NA;NA;NA;NA;North;UK
CY;1997;NA;NA;NA;NA;NA;NA;NA;South;Cyprus
CY;1998;NA;NA;NA;NA;NA;NA;   8801;South;Cyprus
LT;1997;NA;NA;NA;NA;NA;NA;NA;North;Lithuania
LV;1997;NA;NA;NA;NA;NA;NA;NA;North;Latvia
MT;1997;NA;NA;NA;NA;NA;NA;NA;South;Malta
MT;1998;NA;NA;NA;NA;NA;NA;NA;South;Malta
MT;1999;NA;NA;NA;NA;NA;NA;NA;South;Malta
SK;1997;NA;NA;NA;NA;NA;NA;NA;Central;Slovakia
BE;2019;NA;NA;NA;NA;NA;NA;NA;West;Belgium
BG;2019;NA;NA;NA;NA;NA;NA;NA;East;Bulgaria
CZ;2019;NA;NA;NA;NA;NA;NA;NA;Central;Czech Republic
DE;2019;NA;NA;NA;NA;NA;NA;NA;Central;Germany
EL;2019;NA;NA;NA;NA;NA;NA;NA;South;Greece
ES;2019;NA;NA;NA;NA;NA;NA;NA;South;Spain
FR;2019;NA;NA;NA;NA;NA;NA;NA;West;France
HR;2019;NA;NA;NA;NA;NA;NA;NA;East;Croatia
HU;2019;NA;NA;NA;NA;NA;NA;NA;Central;Hungary
IE;2019;NA;NA;NA;NA;NA;NA;NA;North;Ireland
LT;2019;NA;NA;NA;NA;NA;NA;NA;North;Lithuania
LU;2019;NA;NA;NA;NA;NA;NA;NA;North;Luxembourg
LV;2019;NA;NA;NA;NA;NA;NA;NA;North;Latvia
MT;2019;NA;NA;NA;NA;NA;NA;NA;South;Malta
NL;2019;NA;NA;NA;NA;NA;NA;NA;West;Netherlands
PL;2019;NA;NA;NA;NA;NA;NA;NA;Central;Poland
PT;2019;NA;NA;NA;NA;NA;NA;NA;South;Portugal
RO;2019;NA;NA;NA;NA;NA;NA;NA;East;Romania
SI;2019;NA;NA;NA;NA;NA;NA;NA;Central;Slovenia
SK;2019;NA;NA;NA;NA;NA;NA;NA;Central;Slovakia
UK;2019;NA;NA;NA;NA;NA;NA;NA;North;UK
HR;2001;NA;NA;NA;NA;NA;  7488;  24415;East;Croatia
HR;2000;NA;NA;NA;NA;NA;NA;NA;East;Croatia
BG;1999;NA;NA;NA;NA;NA;NA;NA;East;Bulgaria
HR;1999;NA;NA;NA;NA;NA; 14285;  32910;East;Croatia
BG;1996;NA;NA;NA;NA;NA;NA;NA;East;Bulgaria
BG;1997;NA;NA;NA;NA;NA;NA;NA;East;Bulgaria
BG;1998;NA;NA;NA;NA;NA;NA;NA;East;Bulgaria
CY;1996;NA;NA;NA;NA;NA;NA;NA;South;Cyprus
CZ;1996;NA;NA;NA;NA;NA;NA;NA;Central;Czech Republic
DK;1975;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1976;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1977;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1978;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1979;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1980;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1981;NA;NA;NA;NA;NA;NA;NA;North;Denmark
DK;1982;NA;NA;NA;NA;NA;NA;NA;North;Denmark
FI;1981;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1982;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1983;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1984;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1985;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1986;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1987;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1988;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1989;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1990;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1991;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1992;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1993;NA;NA;NA;NA;NA;NA;NA;North;Finland
FI;1994;NA;NA;NA;NA;NA;NA;NA;North;Finland
FR;1975;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1976;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1977;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1978;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1979;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1980;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1981;NA;NA;NA;NA;NA;NA;NA;West;France
FR;1982;NA;NA;NA;NA;NA;NA;NA;West;France
LT;1996;NA;NA;NA;NA;NA;NA;NA;North;Lithuania
LV;1996;NA;NA;NA;NA;NA;NA;NA;North;Latvia
NO;1975;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1976;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1977;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1978;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1979;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1980;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1981;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1982;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1983;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1984;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1985;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1986;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1987;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1988;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1989;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1990;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1991;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1992;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1993;NA;NA;NA;NA;NA;NA;NA;North;Norway
NO;1994;NA;NA;NA;NA;NA;NA;NA;North;Norway
RO;1996;NA;NA;NA;NA;NA;NA;NA;East;Romania
SE;1994;NA;NA;NA;NA;NA;NA;NA;North;Sweden
SK;1996;NA;NA;NA;NA;NA;NA;NA;Central;Slovakia
HR;1996;NA;NA;NA;NA;NA;NA;NA;East;Croatia
HR;1997;NA;NA;NA;NA;NA;NA;NA;East;Croatia
HR;1998;NA;NA;NA;NA;NA;  7310;  51784;East;Croatia
